ts,time,source,ticker,detail
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383022,09:30,FLOW,SPX,MAGNET UP
1777383212,09:33,FLOW,NVDA,MAGNET UP
1777383227,09:33,SOE,DIA,POST BOTTOM LAUNCH
1777383227,09:33,SOE,RUT,SUPPORT BOUNCE
1777383227,09:33,SOE,SPX,POST BOTTOM LAUNCH
1777383228,09:33,SOE,NVDA,POST BOTTOM LAUNCH
1777383229,09:33,SOE,TXN,SUPPORT BOUNCE
1777383229,09:33,SOE,TSM,SUPPORT BOUNCE
1777383229,09:33,SOE,WMT,POST BOTTOM LAUNCH
1777383229,09:33,SOE,JPM,MAGNET BREAKOUT
1777383229,09:33,SOE,UNH,MAGNET BREAKOUT
1777383231,09:33,SOE,ARM,POST BOTTOM LAUNCH
1777383231,09:33,SOE,ABNB,MAGNET BREAKOUT
1777383231,09:33,SOE,DDOG,SUPPORT BOUNCE
1777383231,09:33,SOE,DELL,POST BOTTOM LAUNCH
1777383232,09:33,SOE,CVS,MAGNET BREAKOUT
1777383232,09:33,SOE,NEE,PINNING PREMIUM SELL
1777383232,09:33,SOE,ELV,POST BOTTOM LAUNCH
1777383233,09:33,SOE,GME,MAGNET BREAKOUT
1777383234,09:33,SETUP,COIN,MAGNET UP
1777383234,09:33,SETUP,NVDA,MAGNET UP
1777383234,09:33,SETUP,MU,MAGNET UP
1777383234,09:33,SETUP,ANET,MAGNET UP
1777383234,09:33,SETUP,CRWD,MAGNET UP
1777383234,09:33,SETUP,SNDK,MAGNET UP
1777383234,09:33,SETUP,PANW,MAGNET UP
1777383234,09:33,SETUP,DELL,MAGNET UP
1777383234,09:33,SETUP,NET,MAGNET UP
1777383234,09:33,SETUP,ARM,MAGNET UP
1777383234,09:33,SETUP,GEV,MAGNET UP
1777383234,09:33,SETUP,HPE,MAGNET UP
1777383234,09:33,SETUP,HIMS,MAGNET UP
1777383234,09:33,SETUP,VICR,MAGNET UP
1777383234,09:33,SETUP,MRNA,MAGNET UP
1777383234,09:33,SETUP,TER,MAGNET UP
1777383234,09:33,SETUP,MSTR,MAGNET UP
1777383234,09:33,SETUP,ON,MAGNET UP
1777383234,09:33,SETUP,IBIT,MAGNET UP
1777383234,09:33,SETUP,GOOGL,MAGNET UP
1777383234,09:33,SETUP,AMZN,SUPPORT
1777383234,09:33,SETUP,META,MAGNET UP
1777383279,09:34,FLOW,SPX,MAGNET UP
1777383279,09:34,FLOW,SPX,MAGNET UP
1777383279,09:34,FLOW,QQQ,MAGNET FADE
1777383279,09:34,FLOW,SPX,MAGNET UP
1777383279,09:34,FLOW,SPX,MAGNET UP
1777383279,09:34,FLOW,SPX,MAGNET UP
1777383340,09:35,FLOW,SPY,MAGNET FADE
1777383340,09:35,FLOW,QQQ,MAGNET FADE
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,SPY,MAGNET FADE
1777383371,09:36,FLOW,SPY,MAGNET FADE
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,QQQ,MAGNET UP
1777383371,09:36,FLOW,SPX,MAGNET UP
1777383371,09:36,FLOW,SPX,MAGNET UP
1777383457,09:37,FLOW,MU,MAGNET UP
1777383457,09:37,FLOW,AMD,MAGNET UP
1777383458,09:37,FLOW,NVDA,MAGNET UP
1777383488,09:38,FLOW,SPX,MAGNET UP
1777383488,09:38,FLOW,TSM,MAGNET UP
1777383488,09:38,FLOW,TSM,MAGNET UP
1777383488,09:38,FLOW,SPX,MAGNET UP
1777383488,09:38,FLOW,SPX,MAGNET UP
1777383488,09:38,FLOW,TSM,MAGNET UP
1777383488,09:38,FLOW,SMH,MAGNET FADE
1777383488,09:38,FLOW,ARM,MAGNET UP
1777383519,09:38,FLOW,QQQ,MAGNET UP
1777383519,09:38,FLOW,QQQ,MAGNET UP
1777383519,09:38,FLOW,GEV,MAGNET UP
1777383519,09:38,FLOW,AAPL,MAGNET UP
1777383540,09:39,SOE,QQQ,MAGNET BREAKOUT
1777383543,09:39,SOE,HIMS,MAGNET BREAKOUT
1777383543,09:39,SOE,LWLG,MAGNET BREAKOUT
1777383543,09:39,SETUP,AVGO,MAGNET UP
1777383543,09:39,SETUP,WDC,MAGNET UP
1777383543,09:39,SETUP,KLAC,MAGNET UP
1777383543,09:39,SETUP,MRVL,MAGNET UP
1777383579,09:39,FLOW,QQQ,MAGNET UP
1777383579,09:39,FLOW,SPY,MAGNET FADE
1777383609,09:40,FLOW,QQQ,MAGNET UP
1777383611,09:40,FLOW,SPX,MAGNET UP
1777383611,09:40,FLOW,SPX,MAGNET UP
1777383611,09:40,FLOW,SPX,MAGNET UP
1777383637,09:40,FLOW,QQQ,MAGNET UP
1777383637,09:40,FLOW,NVDA,MAGNET UP
1777383799,09:43,FLOW,SPX,MAGNET UP
1777383799,09:43,FLOW,SPX,MAGNET UP
1777383799,09:43,FLOW,SPX,MAGNET UP
1777383799,09:43,FLOW,SPX,MAGNET UP
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,SPY,MAGNET FADE
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,IWM,MAGNET FADE
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,SPY,MAGNET FADE
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383832,09:43,FLOW,QQQ,MAGNET UP
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,TSLA,MAGNET UP
1777383833,09:43,FLOW,AMD,MAGNET UP
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,NVDA,MAGNET UP
1777383833,09:43,FLOW,TSLA,MAGNET UP
1777383833,09:43,FLOW,NVDA,MAGNET UP
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,USO,MAGNET UP
1777383833,09:43,FLOW,NVDA,MAGNET UP
1777383833,09:43,FLOW,SPY,MAGNET FADE
1777383833,09:43,FLOW,AAPL,MAGNET UP
1777383833,09:43,FLOW,VIX,MAGNET FADE
1777383833,09:43,FLOW,TSLA,MAGNET UP
1777383833,09:43,FLOW,TSLA,MAGNET UP
1777383833,09:43,FLOW,TSLA,MAGNET UP
1777383833,09:43,FLOW,GOOGL,MAGNET UP
1777383858,09:44,FLOW,SPY,MAGNET FADE
1777383867,09:44,SOE,GOOG,POST BOTTOM LAUNCH
1777383870,09:44,SETUP,AEHR,MAGNET UP
1777383913,09:45,FLOW,SPX,MAGNET UP
1777383913,09:45,FLOW,SPX,MAGNET UP
1777383914,09:45,FLOW,TER,MAGNET UP
1777383914,09:45,FLOW,GLW,MAGNET UP
1777383944,09:45,FLOW,CRWV,MAGNET UP
1777384026,09:47,FLOW,SPOT,MAGNET UP
1777384026,09:47,FLOW,SPOT,MAGNET UP
1777384057,09:47,FLOW,SPX,MAGNET UP
1777384057,09:47,FLOW,SPX,MAGNET UP
1777384057,09:47,FLOW,SPX,MAGNET UP
1777384057,09:47,FLOW,TTMI,MAGNET UP
1777384057,09:47,FLOW,SPX,MAGNET UP
1777384057,09:47,FLOW,SPX,MAGNET UP
1777384057,09:47,FLOW,SPX,MAGNET UP
1777384138,09:48,FLOW,IWM,MAGNET FADE
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,NVDA,MAGNET UP
1777384169,09:49,FLOW,NVDA,MAGNET UP
1777384169,09:49,FLOW,SPX,MAGNET UP
1777384169,09:49,FLOW,QQQ,MAGNET UP
1777384169,09:49,FLOW,QQQ,MAGNET UP
1777384169,09:49,FLOW,IWM,MAGNET FADE
1777384169,09:49,FLOW,IWM,MAGNET FADE
1777384169,09:49,FLOW,QQQ,MAGNET UP
1777384169,09:49,FLOW,QQQ,MAGNET UP
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,QQQ,MAGNET UP
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384169,09:49,FLOW,SPY,MAGNET FADE
1777384197,09:49,FLOW,QQQ,MAGNET UP
1777384197,09:49,FLOW,QQQ,MAGNET UP
1777384197,09:49,FLOW,QQQ,MAGNET UP
1777384197,09:49,FLOW,SPY,MAGNET FADE
1777384197,09:49,FLOW,SPY,MAGNET FADE
1777384198,09:49,SOE,USO,POST BOTTOM LAUNCH
1777384200,09:50,SETUP,CRWV,MAGNET UP
1777384200,09:50,SETUP,ETSY,MAGNET UP
1777384200,09:50,SOE,SNAP,SUPPORT BOUNCE
1777384200,09:50,SETUP,VRT,MAGNET UP
1777384201,09:50,FLOW,TSLA,MAGNET UP
1777384201,09:50,FLOW,TSLA,MAGNET UP
1777384201,09:50,FLOW,TSLA,MAGNET UP
1777384201,09:50,FLOW,TSLA,MAGNET UP
1777384201,09:50,FLOW,TSLA,MAGNET UP
1777384201,09:50,FLOW,TSLA,MAGNET UP
1777384203,09:50,FLOW,SPY,MAGNET FADE
1777384255,09:50,FLOW,AMD,MAGNET UP
1777384255,09:50,FLOW,AMD,MAGNET UP
1777384255,09:50,FLOW,ALAB,MAGNET UP
1777384255,09:50,FLOW,ALAB,MAGNET UP
1777384285,09:51,FLOW,HOOD,MAGNET UP
1777384285,09:51,FLOW,MDB,MAGNET UP
1777384285,09:51,FLOW,SMH,MAGNET FADE
1777384316,09:51,FLOW,SPX,MAGNET UP
1777384343,09:52,FLOW,NDX,PINNING
1777384374,09:52,FLOW,NVDA,MAGNET UP
1777384480,09:54,FLOW,SPX,MAGNET UP
1777384480,09:54,FLOW,SPX,MAGNET UP
1777384480,09:54,FLOW,SPX,MAGNET UP
1777384480,09:54,FLOW,SPX,MAGNET UP
1777384511,09:55,FLOW,SPY,MAGNET FADE
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,IWM,MAGNET FADE
1777384511,09:55,FLOW,SPY,MAGNET FADE
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,IWM,MAGNET FADE
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,SPY,MAGNET FADE
1777384511,09:55,FLOW,SPY,MAGNET FADE
1777384511,09:55,FLOW,SPY,MAGNET FADE
1777384511,09:55,FLOW,QQQ,MAGNET UP
1777384511,09:55,FLOW,SPY,MAGNET FADE
1777384512,09:55,SOE,U,POST BOTTOM LAUNCH
1777384594,09:56,FLOW,TSLA,MAGNET UP
1777384594,09:56,FLOW,GOOG,MAGNET UP
1777384594,09:56,FLOW,NVDA,MAGNET UP
1777384594,09:56,FLOW,QQQ,MAGNET UP
1777384594,09:56,FLOW,TSLA,MAGNET UP
1777384625,09:57,FLOW,CIEN,MAGNET FADE
1777384625,09:57,FLOW,SPX,MAGNET UP
1777384625,09:57,FLOW,SPX,MAGNET UP
1777384625,09:57,FLOW,CIEN,MAGNET FADE
1777384625,09:57,FLOW,COHR,MAGNET FADE
1777384625,09:57,FLOW,SPX,MAGNET UP
1777384625,09:57,FLOW,COHR,MAGNET FADE
1777384625,09:57,FLOW,OKLO,MAGNET UP
1777384656,09:57,FLOW,NVDA,MAGNET UP
1777384708,09:58,FLOW,QQQ,MAGNET UP
1777384763,09:59,FLOW,SPX,MAGNET UP
1777384764,09:59,FLOW,CLS,MAGNET UP
1777384764,09:59,FLOW,SPY,MAGNET FADE
1777384764,09:59,FLOW,QQQ,MAGNET UP
1777384771,09:59,NCP,QQQ,FLOW_LEADS_UP
1777384771,09:59,NCP,SPY,FLOW_LEADS_UP
1777384835,10:00,SOE,SPX,POST BOTTOM LAUNCH
1777384835,10:00,SOE,UNH,MAGNET BREAKOUT
1777384835,10:00,SOE,USO,POST BOTTOM LAUNCH
1777384835,10:00,SOE,DIA,POST BOTTOM LAUNCH
1777384836,10:00,SOE,U,POST BOTTOM LAUNCH
1777384836,10:00,SOE,WMT,POST BOTTOM LAUNCH
1777384837,10:00,SETUP,STM,MAGNET UP
1777384837,10:00,SETUP,TWLO,MAGNET UP
1777384837,10:00,SOE,SNAP,SUPPORT BOUNCE
1777384874,10:01,FLOW,SPY,MAGNET FADE
1777384905,10:01,FLOW,QQQ,MAGNET UP
1777384905,10:01,FLOW,QQQ,MAGNET UP
1777384905,10:01,FLOW,QQQ,MAGNET UP
1777384905,10:01,FLOW,NVDA,MAGNET UP
1777384905,10:01,FLOW,NVDA,MAGNET UP
1777384905,10:01,FLOW,QQQ,MAGNET UP
1777384905,10:01,FLOW,AAPL,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,TSLA,MAGNET UP
1777384905,10:01,FLOW,SPY,MAGNET FADE
1777384905,10:01,FLOW,SPY,MAGNET FADE
1777384905,10:01,FLOW,SPY,MAGNET FADE
1777384933,10:02,FLOW,TSLA,MAGNET UP
1777384935,10:02,FLOW,MU,MAGNET UP
1777384992,10:03,FLOW,QQQ,MAGNET UP
1777385022,10:03,FLOW,SPX,MAGNET UP
1777385022,10:03,FLOW,GFS,SUPPORT
1777385163,10:06,SOE,QQQ,MAGNET BREAKOUT
1777385163,10:06,SOE,GOOG,POST BOTTOM LAUNCH
1777385163,10:06,SOE,RUT,SUPPORT BOUNCE
1777385217,10:06,FLOW,SPX,MAGNET UP
1777385247,10:07,FLOW,SPY,MAGNET FADE
1777385247,10:07,FLOW,IWM,MAGNET FADE
1777385247,10:07,FLOW,TSLA,MAGNET UP
1777385247,10:07,FLOW,SPY,MAGNET FADE
1777385247,10:07,FLOW,TSLA,MAGNET UP
1777385247,10:07,FLOW,TSLA,MAGNET UP
1777385247,10:07,FLOW,QQQ,MAGNET UP
1777385247,10:07,FLOW,ORCL,MAGNET UP
1777385247,10:07,FLOW,COIN,MAGNET UP
1777385247,10:07,FLOW,TSLA,MAGNET UP
1777385247,10:07,FLOW,TSLA,MAGNET UP
1777385247,10:07,FLOW,NVDA,MAGNET UP
1777385247,10:07,FLOW,NVDA,MAGNET UP
1777385247,10:07,FLOW,QQQ,MAGNET UP
1777385247,10:07,FLOW,AMD,MAGNET UP
1777385247,10:07,FLOW,TSLA,MAGNET UP
1777385247,10:07,FLOW,SPY,MAGNET FADE
1777385247,10:07,FLOW,SPY,MAGNET FADE
1777385278,10:07,FLOW,MU,MAGNET UP
1777385309,10:08,FLOW,ENTG,MAGNET UP
1777385394,10:09,FLOW,IREN,MAGNET UP
1777385394,10:09,FLOW,IREN,MAGNET UP
1777385424,10:10,FLOW,EWY,MAGNET UP
1777385450,10:10,FLOW,NVDA,MAGNET UP
1777385450,10:10,FLOW,SPY,MAGNET FADE
1777385618,10:13,FLOW,QQQ,MAGNET UP
1777385618,10:13,FLOW,QQQ,MAGNET UP
1777385618,10:13,FLOW,NVDA,MAGNET UP
1777385618,10:13,FLOW,SPY,MAGNET FADE
1777385618,10:13,FLOW,QQQ,MAGNET UP
1777385618,10:13,FLOW,SPX,MAGNET UP
1777385618,10:13,FLOW,SPX,MAGNET UP
1777385618,10:13,FLOW,TSLA,MAGNET UP
1777385618,10:13,FLOW,NVDA,MAGNET UP
1777385618,10:13,FLOW,TSLA,MAGNET UP
1777385618,10:13,FLOW,TSLA,MAGNET UP
1777385618,10:13,FLOW,SPY,MAGNET FADE
1777385618,10:13,FLOW,SPY,MAGNET FADE
1777385618,10:13,FLOW,SPY,MAGNET FADE
1777385618,10:13,FLOW,NVDA,MAGNET UP
1777385618,10:13,FLOW,AVGO,MAGNET UP
1777385648,10:14,FLOW,MU,MAGNET UP
1777385648,10:14,FLOW,SOXX,SUPPORT FADE
1777385648,10:14,FLOW,AMD,MAGNET UP
1777385761,10:16,FLOW,HUM,MAGNET UP
1777385761,10:16,FLOW,IWM,MAGNET FADE
1777385790,10:16,SOE,JPM,MAGNET BREAKOUT
1777385790,10:16,SOE,NOW,MAGNET BREAKOUT
1777385924,10:18,FLOW,SPY,MAGNET FADE
1777385924,10:18,FLOW,QQQ,MAGNET UP
1777385924,10:18,FLOW,SPY,MAGNET FADE
1777385924,10:18,FLOW,QQQ,MAGNET UP
1777385925,10:18,FLOW,SPY,MAGNET FADE
1777385955,10:19,FLOW,MSFT,MAGNET UP
1777385955,10:19,FLOW,NVDA,MAGNET UP
1777385955,10:19,FLOW,GLD,MAGNET FADE
1777385955,10:19,FLOW,USO,PINNING
1777386006,10:20,FLOW,TSLA,MAGNET UP
1777386006,10:20,FLOW,MU,MAGNET UP
1777386006,10:20,FLOW,MU,MAGNET UP
1777386006,10:20,FLOW,TSLA,MAGNET UP
1777386006,10:20,FLOW,META,MAGNET UP
1777386006,10:20,FLOW,TSLA,MAGNET UP
1777386006,10:20,FLOW,TSLA,MAGNET UP
1777386037,10:20,FLOW,SPX,MAGNET UP
1777386080,10:21,NCP,NVDA,FLOW_LEADS_UP
1777386093,10:21,SOE,IONQ,MAGNET BREAKOUT
1777386120,10:22,FLOW,MCHP,MAGNET UP
1777386289,10:24,FLOW,QQQ,MAGNET UP
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386290,10:24,FLOW,QQQ,MAGNET UP
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386290,10:24,FLOW,SPY,MAGNET FADE
1777386320,10:25,FLOW,VIX,MAGNET FADE
1777386320,10:25,FLOW,VIX,MAGNET FADE
1777386320,10:25,FLOW,SPX,MAGNET UP
1777386320,10:25,FLOW,TSLA,MAGNET UP
1777386320,10:25,FLOW,TSLA,MAGNET UP
1777386320,10:25,FLOW,NVDA,MAGNET UP
1777386320,10:25,FLOW,NVDA,MAGNET UP
1777386320,10:25,FLOW,NVDA,MAGNET UP
1777386320,10:25,FLOW,TSLA,MAGNET UP
1777386320,10:25,FLOW,AAPL,MAGNET UP
1777386321,10:25,FLOW,SPY,MAGNET FADE
1777386346,10:25,FLOW,SPY,MAGNET FADE
1777386402,10:26,FLOW,SPY,MAGNET FADE
1777386402,10:26,FLOW,SMH,MAGNET FADE
1777386402,10:26,FLOW,SMH,MAGNET FADE
1777386663,10:31,FLOW,NDX,PINNING
1777386663,10:31,FLOW,QQQ,MAGNET UP
1777386663,10:31,FLOW,QQQ,MAGNET UP
1777386663,10:31,FLOW,QQQ,MAGNET UP
1777386663,10:31,FLOW,META,MAGNET UP
1777386663,10:31,FLOW,TSLA,MAGNET UP
1777386663,10:31,FLOW,NVDA,MAGNET UP
1777386663,10:31,FLOW,QQQ,MAGNET UP
1777386663,10:31,FLOW,QQQ,MAGNET UP
1777386663,10:31,FLOW,TSLA,MAGNET UP
1777386663,10:31,FLOW,NVDA,MAGNET UP
1777386719,10:31,SOE,IWM,DIRECTIONAL
1777386720,10:32,SOE,CVS,SUPPORT BOUNCE
1777386724,10:32,FLOW,MU,MAGNET UP
1777386984,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPX,MAGNET UP
1777387014,10:36,FLOW,SPX,MAGNET UP
1777387014,10:36,FLOW,SPX,MAGNET UP
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,QQQ,MAGNET UP
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387014,10:36,FLOW,SPY,MAGNET FADE
1777387015,10:36,FLOW,AAPL,MAGNET UP
1777387015,10:36,FLOW,TSLA,MAGNET UP
1777387015,10:36,FLOW,GOOGL,MAGNET UP
1777387015,10:36,FLOW,AAPL,MAGNET UP
1777387015,10:36,FLOW,SPX,MAGNET UP
1777387015,10:36,FLOW,TSLA,MAGNET UP
1777387015,10:36,FLOW,AAPL,MAGNET UP
1777387015,10:36,FLOW,NVDA,MAGNET UP
1777387015,10:36,FLOW,NVDA,MAGNET UP
1777387051,10:37,SETUP,UCTT,MAGNET UP
1777387076,10:37,FLOW,AMD,MAGNET UP
1777387076,10:37,FLOW,SMH,MAGNET FADE
1777387076,10:37,FLOW,LRCX,MAGNET FADE
1777387159,10:39,FLOW,SPY,MAGNET FADE
1777387159,10:39,FLOW,SPY,MAGNET FADE
1777387159,10:39,FLOW,SPX,MAGNET UP
1777387159,10:39,FLOW,SPX,MAGNET UP
1777387159,10:39,FLOW,SPX,MAGNET UP
1777387159,10:39,FLOW,SPY,MAGNET FADE
1777387159,10:39,FLOW,QQQ,MAGNET UP
1777387159,10:39,FLOW,SPX,MAGNET UP
1777387160,10:39,FLOW,DELL,MAGNET UP
1777387160,10:39,FLOW,AMKR,MAGNET FADE
1777387221,10:40,FLOW,SPY,MAGNET FADE
1777387221,10:40,FLOW,QQQ,MAGNET UP
1777387251,10:40,FLOW,SPX,MAGNET UP
